device_vendor,device_type,[HostAndAudience]AudioAndVideoDurationMinutes
samsung,sm-s911b,101606.41666666700
samsung,sm-s916b,101425.65
google,pixel 5,101270.40000000000
samsung,sm-a042m,101217.21666666700
samsung,sm-s146vl,101191.76666666700
samsung,sm-f946u,101175.18333333300
samsung,sm-f741b,101070.3333333330
samsung,sm-a146p,101053.51666666700
samsung,sm-a156b,101010.70000000000
samsung,sm-g970u1,100690.61666666700
samsung,sm-a750f,100675.53333333300
samsung,sm-j415f,100259.85000000000
samsung,sm-a145r,99878.66666666670
samsung,sm-g986b,99499.95
samsung,sm-f926u,99429.91666666660
google,pixel 9 pro,99188.06666666670
samsung,sm-a057g,99132.45000000000
samsung,sc-53b,98501.48333333330
samsung,scg09,97920.93333333330
sony,so-52b,97868.86666666670
samsung,sm-s916n,97362.46666666670
samsung,scv41,97344.88333333340
samsung,sc-53d,97125.66666666670
samsung,sm-a145m,97108.8333333333
samsung,sm-m127f,97077.20000000000
samsung,sm-s938b,97035.6333333333
samsung,sm-a326u,96731.26666666670
samsung,sm-s928n,96641.78333333330
samsung,sm-a166u,96184.96666666670
samsung,scg08,96126.1166666667
samsung,sm-f731b,96096.13333333330
samsung,sm-g960f,95968.10000000000
samsung,sm-s711w,95844.49999999990
samsung,sm-m136b,95636.21666666670
samsung,sm-g970u,95540.63333333340
samsung,sm-a507fn,94921.95000000000
samsung,sm-a536u,94524.9166666667
google,pixel 6,94490.2
samsung,sm-g960u,94369.70000000000
samsung,sm-g981u1,94191.95000000000
samsung,sm-s938u1,93405.40000000000
samsung,sm-a146u1,92989.26666666660
samsung,sm-n986b,92983.10000000000
samsung,sm-e146b,92674.90000000000
sony,so-52c,92557.26666666670
samsung,sm-g988u,92511.0833333333
samsung,sm-a135u,92254.3333333333
sharp,sh-52e,92239.13333333330
samsung,sm-s918n,92220.23333333330
samsung,sm-a515u,91754.78333333340
samsung,sm-m205f,91741.0833333334
samsung,sm-a102u,91733.21666666670
samsung,sm-a705fn,91714.63333333330
samsung,sm-m127g,91586.43333333340
samsung,sm-s921w,91276.56666666670
samsung,sm-s721b,91188.53333333340
samsung,sm-m145f,91040.08333333330
samsung,sm-f956b,90947.91666666670
samsung,sm-a125m,90793.50000000000
samsung,scg24,90764.81666666670
samsung,sm-a325m,90648.51666666670
samsung,sm-n986b,90440.85000000000
samsung,sm-s918u1,90384.33333333340
samsung,sm-f741u1,90189.55000000010
samsung,sc-51a,90028.43333333330
samsung,sm-x115,89946.53333333330
samsung,sc-56c,89874.63333333340
samsung,sm-g996u,89698.00000000000
samsung,sm-g615f,89116.3166666667
samsung,sm-s928w,88894.60000000000
samsung,sc-53c,88875.38333333340
samsung,sm-g780f,88855.45000000000
samsung,scg15,88726.78333333330
samsung,sm-a045m,88698.2333333333
samsung,sm-n960u1,88596.58333333340
google,pixel fold,88558.06666666670
samsung,sm-g998u1,88546.35000000010
samsung,sm-a127m,88331.28333333330
samsung,sm-a256u,88169.66666666670
samsung,sm-f127g,88140.45000000000
sharp,sh-51c,88050.16666666670
samsung,sm-p613,87954.88333333330
samsung,sm-a356u1,87916.24999999990
samsung,sm-e346b,87787.9166666666
samsung,sm-f731b,87758.86666666670
samsung,sm-g781u,87735.15000000010
samsung,sm-m326b,87727.15000000000
samsung,sc-52e,87519.98333333330
samsung,sm-a346m,87387.43333333340
samsung,sm-g965u1,87131.51666666670
samsung,sm-a037m,87093.61666666670
samsung,sm-t738u,87003.21666666670
samsung,sm-s921w,86901.43333333340
samsung,sc-03l,86507.46666666670
samsung,sm-n986n,86439.48333333330
google,pixel 4a (5g),86392.15000000000
samsung,sm-m317f,86296.05000000010
samsung,sm-g980f,86174.7666666667
samsung,sm-m536b,86062.30000000010
samsung,sm-f741b,86004.36666666670
samsung,sm-s918n,85999.28333333330
samsung,sm-s906e,85981.06666666660
samsung,sm-g965u,85827.0
samsung,sm-m146b,85444.78333333330
samsung,sm-n950u,85411.71666666670
samsung,sm-j600g,85406.36666666670
samsung,sm-a136b,85385.80000000000
samsung,sm-a256b,85273.63333333330
samsung,sm-n981u,85242.00000000000
samsung,sm-a037u,85088.65
samsung,sm-t580,85083.63333333330
samsung,sm-m536b,84895.05000000000
samsung,sm-g950u,84252.23333333330
samsung,sm-s908b,84148.8166666667
samsung,sm-j610f,84117.43333333330
samsung,sm-a146m,84100.76666666670
samsung,sm-g973u,83967.55
samsung,sm-a525m,83824.63333333340
sharp,sh-51c,83624.70000000000
samsung,sm-a065m,83574.73333333330
samsung,sm-n981n,83515.2166666666
samsung,sm-g991u1,83467.21666666670
samsung,sc-51b,83444.55000000000
samsung,sm-a215u,83280.95000000000
samsung,sm-j701f,83192.36666666670
samsung,sm-a516u,83178.56666666660
samsung,sm-a505fn,83159.50000000000
samsung,sm-a226b,83111.15000000000
samsung,sm-m317f,83049.26666666660
google,pixel 8 pro,82948.58333333330
samsung,sm-s156v,82941.96666666670
samsung,sc-42a,82938.06666666670
samsung,sm-a526u,82873.7166666667
samsung,sm-m307f,82856.95
samsung,sm-n985f,82810.43333333330
sharp,sh-02m,82462.28333333330
samsung,sm-n986u,82340.61666666670
samsung,sm-g985f,82335.58333333330
sharp,sh-52e,82318.61666666670
samsung,sm-g981u,82250.25000000000
samsung,sm-m356b,82173.33333333330
samsung,sm-a236b,82169.08333333330
samsung,sm-a920f,81596.0833333333
samsung,sm-g981v,81471.01666666660
samsung,sm-a536u1,81334.45000000000
sony,so-53c,81032.78333333340
samsung,scg18,80967.18333333340
sharp,d-41a,80943.76666666670
samsung,sm-s916b,80877.71666666670
samsung,sm-m526b,80838.85000000000
sony,so-41b,80613.65
samsung,scg07,80599.55000000000
google,pixel 7 pro,80327.03333333330
samsung,sm-f731u1,80202.38333333340
samsung,sm-a166b,80160.46666666670
samsung,sm-s901b,80154.78333333340
google,pixel 9 pro,80149.81666666670
samsung,sm-a215u,80011.93333333340
samsung,sm-s721u,80011.51666666670
samsung,sm-a516u,79719.5666666667
google,pixel 9,79607.21666666670
samsung,sm-s928w,79573.41666666660
samsung,sm-a115m,79501.56666666670
samsung,sm-a236b,79452.4
samsung,sm-a107m,79333.70000000000
samsung,sm-n950f,79143.9166666667
samsung,sm-f721b,79092.80000000000
samsung,sm-s928n,78950.71666666670
samsung,sm-f721b,78916.16666666670
samsung,sm-s921b,78813.11666666670
samsung,sm-a047f,78634.00000000000
samsung,sm-j610f,78499.78333333330
samsung,sm-g991u1,78405.01666666670
samsung,sm-s515dl,78334.26666666670
samsung,sm-s928u1,78241.16666666670
samsung,scg08,78142.61666666670
samsung,sm-a155m,78138.53333333330
samsung,sm-a105f,78105.83333333330
samsung,sm-s906b,77948.35
samsung,sm-g985f,77799.46666666670
samsung,sm-a057m,77763.68333333330
samsung,sm-m526br,77753.53333333330
samsung,sm-e055f,77728.56666666660
samsung,sm-a035f,77542.8
samsung,sm-a235m,77373.88333333330
samsung,sm-a166u,77323.15
samsung,sm-a426u,77168.15000000000
samsung,sm-t733,77111.53333333330
samsung,sm-x200,77106.83333333330
samsung,sm-s908n,76989.20000000000
samsung,sm-a225m,76956.63333333340
sharp,s5-sh,76783.65000000010
samsung,sm-a226br,76614.56666666670
samsung,sm-g781b,76358.18333333330
samsung,sc-41a,75994.85000000000
samsung,sm-f956b,75986.55000000000
samsung,sm-e146b,75868.01666666670
samsung,sm-g781w,75760.10000000000
samsung,sm-g781u1,75716.76666666670
samsung,sm-g955u,75317.23333333340
samsung,sm-g570f,75088.31666666670
samsung,scg13,74952.8666666667
samsung,sm-s908u1,74898.61666666670
samsung,sm-a145p,74888.98333333340
samsung,sm-s908u1,74870.03333333340
samsung,sm-s918w,74666.76666666660
samsung,sm-t295,74623.26666666670
google,pixel 9 pro xl,74304.83333333330
samsung,sm-f711u,74215.7
samsung,sm-g998b,74214.25000000000
google,pixel 7,74036.33333333330
samsung,sm-a035m,73612.40000000000
samsung,sm-m336bu,73594.83333333330
samsung,sm-f711b,73477.36666666660
samsung,sm-a156u1,73316.38333333340
samsung,sc-52c,73194.46666666670
samsung,sm-s356v,73188.13333333330
samsung,sm-a520f,72864.16666666670
samsung,sm-a042m,72836.10000000000
samsung,sm-s901e,72833.6166666667
samsung,sm-a720f,72725.05000000000
samsung,sm-f731n,72540.41666666670
samsung,sm-g970f,72430.80000000000
google,pixel 9 pro fold,72333.18333333330
samsung,sm-a525m,72073.55000000000
samsung,sm-f127g,72029.65000000000
samsung,sm-g998u1,71957.56666666670
samsung,sm-g980f,71823.33333333330
samsung,sc-53b,71696.26666666670
samsung,sm-e546b,71656.3
samsung,sm-x205,71628.61666666660
samsung,sm-n770f,71608.41666666670
samsung,sm-a325f,71514.85000000000
samsung,sm-a920f,71394.23333333340
samsung,sm-s9180,71323.20000000000
samsung,sm-s918w,71215.56666666670
samsung,sc-56b,71115.41666666670
samsung,sm-f936b,70971.23333333330
samsung,sm-a405fn,70914.20000000000
samsung,sm-s166v,70886.35000000000
samsung,sm-a426b,70779.15
samsung,sm-m346b,70661.63333333330
samsung,sm-f936b,70424.58333333340
samsung,sm-x205,70410.35000000000
samsung,sm-m156b,70301.61666666670
samsung,sm-s127dl,70202.56666666670
samsung,sm-a155m,70155.11666666670
samsung,sm-a526b,70022.03333333330
samsung,sm-e135f,69709.31666666670
samsung,sm-m022g,69699.96666666670
samsung,sm-a156u1,69699.91666666670
google,pixel 6 pro,69665.5833333333
samsung,sm-a135u1,69654.48333333330
samsung,sm-t505n,69591.75
samsung,sm-g986b,69564.21666666670
samsung,sm-f946u,69463.20000000000
samsung,sm-a356b,69158.13333333330
samsung,sm-t225,68889.96666666670
samsung,sm-a336m,68876.11666666660
samsung,sm-a217m,68861.08333333330
samsung,sm-f936u,68684.58333333330
samsung,sm-n770f,68639.7166666667
samsung,scg09,68442.68333333330
samsung,sm-m055f,68378.73333333330
samsung,sm-j710f,68323.35000000000
samsung,sm-m025f,68282.03333333330
samsung,sm-g955f,68199.33333333340
samsung,sm-j250f,68154.71666666670
samsung,sm-e146b,68091.08333333340
samsung,sm-j415f,68080.58333333330
samsung,sm-a256b,67775.1833333333
samsung,sm-j600g,67751.70000000000
sony,so-51b,67718.21666666670
samsung,sm-a426b,67630.51666666670
samsung,sm-s926n,67601.08333333340
samsung,sm-f956u,67581.45
samsung,sm-s256vl,67560.25
samsung,sm-a336b,67477.28333333330
samsung,sm-a156m,67446.15000000000
sharp,shv48,67286.16666666670
samsung,sm-s911w,67260.81666666660
samsung,sm-g970u1,66909.00000000000
samsung,sm-g991n,66783.73333333330
samsung,sm-e625f,66289.63333333340
samsung,sm-s906u1,66044.96666666670
samsung,sc-53c,65974.53333333330
samsung,sm-s921n,65843.36666666670
samsung,sm-x115,65815.98333333330
samsung,sm-m336bu,65195.000000000000
samsung,sm-g975u1,65121.516666666700
samsung,sm-a136b,65073.15
samsung,sm-s931b,65049.61666666670
samsung,sc-02k,65025.366666666700
samsung,sm-a155f,64990.91666666670
samsung,sm-t870,64624.383333333300
samsung,sm-s918u1,64482.95000000000
samsung,sm-s536dl,64482.35000000000
samsung,sm-j701f,64475.583333333300
samsung,sm-f731u,64423.133333333300
google,pixel 9 pro,64420.666666666700
samsung,sm-m205f,64222.26666666660
samsung,sm-t585,64112.48333333330
sony,sog13,64082.75000000000
samsung,sm-g988b,64042.983333333300
samsung,sm-a125u,64042.666666666700
samsung,sm-a032f,63926.35000000000
samsung,sm-a156b,63874.9666666667
samsung,sm-t220,63703.85000000000
samsung,sm-a716v,63499.80000000000
samsung,sm-n986u1,63164.850000000000
samsung,sm-g991w,63007.30000000000
samsung,sm-g930f,62825.983333333300
samsung,sm-f721b,62774.06666666670
samsung,sm-g770f,62750.28333333330
samsung,sm-t225,62716.400000000000
samsung,sm-m215f,62355.71666666670
samsung,sm-f415f,62342.433333333300
samsung,sm-a042m,62340.616666666700
samsung,sm-n975u,62181.516666666700
samsung,sc-51e,62161.15000000000
samsung,sm-a057g,62007.66666666670
samsung,sm-a526u,61965.716666666700
samsung,sm-f926b,61936.23333333330
samsung,sc-51d,61888.300000000000
samsung,sm-a556b,61712.283333333400
samsung,sm-s721u1,61674.75
samsung,sm-f741u,61658.41666666670
samsung,scg14,61551.26666666670
sony,so-54c,61537.55000000000
samsung,sm-f711b,61436.88333333330
samsung,sm-g965u,61348.46666666670
sony,so-51c,61219.15000000000
samsung,sm-a546b,61174.35
samsung,sm-f946b,61015.31666666670
samsung,sm-g977n,60963.750000000000
samsung,sm-s721w,60961.66666666670
samsung,sm-t970,60927.683333333300
samsung,sm-f711b,60926.81666666670
samsung,sc-51c,60921.016666666700
samsung,sm-a505fn,60865.10000000000
sony,so-41a,60834.000000000000
samsung,scg25,60771.16666666660
samsung,sm-n970f,60763.333333333300
samsung,sm-a256b,60696.116666666700
samsung,sm-a125m,60416.616666666700
samsung,sm-x210,60379.966666666700
google,pixel 3 xl,60329.9333333333
samsung,sm-a245m,60311.13333333330
samsung,sm-s911n,60242.96666666670
samsung,sm-a022f,60209.983333333300
samsung,sm-p610,60191.566666666700
samsung,sm-s908e,60187.86666666670
samsung,sm-f926b,59948.00000000000
samsung,scg10,59840.31666666670
samsung,sm-a045m,59787.10000000000
samsung,sm-n976v,59786.71666666670
samsung,sm-a530f,59721.63333333340
samsung,sm-a536u,59619.08333333330
sharp,shv48,59572.85
samsung,sm-g990u3,59475.433333333300
samsung,sm-p610,59440.666666666700
samsung,sc-54a,59394.316666666600
samsung,sm-s156v,59362.58333333330
samsung,sm-s911n,59322.68333333330
samsung,sm-g991n,59322.21666666670
samsung,sm-f936b,59244.516666666700
samsung,sm-s906b,59224.93333333330
sony,so-01m,59050.716666666700
samsung,scg15,58999.15000000000
samsung,sm-m135fu,58727.05000000000
samsung,sm-a536v,58603.833333333300
samsung,scg18,58483.71666666660
samsung,sm-f946b,58454.60000000000
samsung,sm-s908e,58361.83333333330
samsung,sm-s938n,58353.26666666670
samsung,sm-e236b,58229.083333333300
samsung,sm-g975u,58164.36666666670
samsung,sm-a057g,58085.51666666670
samsung,sm-a202f,57986.75000000000
samsung,sm-s911w,57902.7
samsung,sm-s926n,57824.566666666700
samsung,sm-a356u,57797.25000000000
samsung,sm-s901n,57795.1666666667
google,pixel 5,57753.800000000000
samsung,sm-n960u,57695.21666666670
samsung,sm-f926u1,57593.283333333400
samsung,sm-m013f,57562.350000000000
samsung,sm-g965u1,57555.96666666670
samsung,sc-41a,57511.45000000000
samsung,sm-g986u,57434.73333333330
samsung,sm-n981n,57357.733333333300
samsung,sm-f946u,57329.366666666700
samsung,sm-x700,57297.68333333340
samsung,sm-g996n,57280.300000000000
samsung,sm-a236b,57259.48333333330
samsung,sm-g990e,57257.38333333340
samsung,sm-n975u1,57067.183333333400
samsung,sm-n981n,57064.01666666660
samsung,sm-a032m,56974.250000000000
sony,so-52c,56949.03333333330
samsung,sm-s936u,56940.466666666700
samsung,sm-a035m,56851.650000000000
samsung,sm-f956u1,56783.23333333330
samsung,sm-x710,56782.10000000000
sony,so-52b,56696.51666666670
google,pixel 3,56689.4
samsung,sc-51e,56584.28333333330
samsung,sm-e556b,56495.41666666670
samsung,sm-g981b,56490.20000000000
samsung,sm-a146m,56487.13333333330
samsung,sm-a207m,56446.416666666700
samsung,sm-m045f,56370.400000000000
samsung,sm-g980f,56352.566666666700
google,pixel 4 xl,56166.06666666670
samsung,sm-a146u1,56136.26666666670
samsung,sm-a225m,55826.25000000000
samsung,sm-f926u,55790.11666666670
samsung,sm-g975u1,55726.983333333300
samsung,sm-f731b,55622.36666666660
sony,so-41b,55616.46666666670
samsung,sm-a716u,55607.38333333330
samsung,sm-s928w,55580.76666666670
samsung,sm-a520f,55504.83333333340
google,pixel 6 pro,55190.68333333330
samsung,sm-n976u,55182.000000000000
google,pixel 2 xl,55112.76666666660
samsung,sm-a065m,55021.63333333330
samsung,sm-a135u,54975.50000000000
samsung,sm-g781v,54921.900000000000
google,pixel 8,54815.58333333330
samsung,sm-a202f,54807.18333333340
samsung,sm-x610,54665.06666666670
samsung,sm-s711n,54503.31666666660
sony,so-52a,54495.16666666670
samsung,sm-a145m,54437.35
samsung,sm-g996u1,54387.23333333330
samsung,sm-g965n,54375.850000000000
samsung,sm-s931b,54312.800000000000
samsung,sm-a526b,54294.20000000000
samsung,sm-e225f,54215.65
samsung,sm-m022g,54183.86666666660
samsung,sm-m536b,54094.01666666670
sony,so-52c,54073.86666666670
samsung,sm-m325f,54067.81666666670
samsung,scg19,54048.65
samsung,sm-a057m,54036.583333333300
samsung,sm-j400f,53951.41666666670
samsung,sm-a107m,53909.90000000000
sony,so-52b,53891.71666666670
samsung,sm-j415f,53882.08333333330
samsung,sm-m346b,53823.28333333330
samsung,sm-n981u1,53780.28333333330
samsung,sm-g935f,53696.68333333340
samsung,sm-n950u,53640.60000000000
samsung,sm-a536u,53593.96666666670
samsung,sm-t860,53571.55000000000
samsung,sm-g973u,53512.10000000000
samsung,sm-f741n,53287.83333333330
samsung,sm-j610f,53286.900000000000
sharp,sh-53d,53021.05
samsung,sm-f721n,53009.1833333333
samsung,sm-x205,52875.76666666670
samsung,sm-m015g,52853.383333333300
samsung,sm-p615,52791.50000000000
sony,so-53b,52645.43333333330
samsung,sc-51a,52625.08333333340
samsung,sm-n980f,52577.93333333330
samsung,sm-a047m,52542.35000000000
samsung,sm-a102u,52519.18333333330
samsung,sm-g781v,52358.55
samsung,sm-a235m,52243.36666666670
samsung,sm-a236b,52156.883333333300
samsung,sm-m307f,52080.816666666700
samsung,scg07,51971.38333333330
samsung,sm-n986n,51970.483333333300
samsung,sm-g973u1,51872.90000000000
samsung,sm-s908w,51825.38333333330
samsung,sm-g986b,51742.53333333330
samsung,sm-a166b,51635.000000000000
samsung,sm-n960n,51517.516666666600
samsung,sm-f741u,51332.48333333340
samsung,sm-n976n,51304.11666666670
samsung,sm-j810g,51296.73333333330
samsung,sm-t295,51295.083333333300
samsung,sm-g990w2,51215.48333333330
samsung,sm-a505u,51214.78333333330
samsung,sm-g770f,51184.28333333330
samsung,sm-s711w,51130.31666666660
samsung,sm-f711n,51064.73333333330
samsung,sm-a307g,51050.31666666670
samsung,sm-x115,50963.13333333330
sony,sog07,50940.76666666670
samsung,sc-51c,50897.81666666670
samsung,sm-g988n,50775.46666666670
samsung,sm-e346b,50770.71666666660
samsung,sm-g973u1,50642.28333333330
samsung,sm-f936u,50555.93333333330
samsung,sm-n970u,50513.216666666700
samsung,sm-s901w,50411.31666666670
samsung,sm-g970u,50338.56666666670
samsung,sm-s938w,50301.80000000000
samsung,sm-s906n,50284.73333333340
samsung,sm-f956b,50276.50000000000
samsung,sm-g770f,50245.38333333340
samsung,sm-a022f,50234.43333333340
samsung,sm-a528b,50204.983333333300
samsung,sm-n980f,50168.233333333300
samsung,sm-a5460,50114.43333333340
samsung,sm-a205u,50024.9
samsung,sm-g960u1,49999.933333333300
samsung,sm-n9750,49964.80000000000
samsung,sm-s906e,49898.18333333330
samsung,sm-a202f,49769.516666666700
samsung,sm-x800,49736.80000000000
sony,so-01l,49616.36666666660
samsung,sm-x216b,49559.516666666700
samsung,sm-a136b,49506.26666666670
sony,so-53c,49498.100000000000
sony,sog06,49480.85000000000
google,pixel 4a,49457.78333333330
samsung,sm-x510,49439.483333333300
samsung,sc-53e,49307.81666666670
samsung,sm-n960u1,49260.76666666670
samsung,sm-s926u1,49105.433333333300
samsung,scg02,49099.35000000000
samsung,sm-s9280,48966.46666666670
samsung,sm-s908w,48950.75
samsung,sm-a115m,48910.45000000000
sony,sog08,48882.516666666700
samsung,sm-s901u1,48849.25000000000
samsung,sm-a105m,48767.85000000000
samsung,sm-f956u,48759.88333333340
samsung,sm-s901w,48696.78333333330
samsung,sm-s928w,48631.33333333330
samsung,sc-03l,48575.78333333340
samsung,sm-m156b,48555.36666666670
samsung,sm-a127m,48533.316666666700
samsung,sm-s711u1,48491.2
samsung,sm-g990u,48442.78333333330
samsung,sm-a705mn,48416.3
samsung,sm-a505g,48389.950000000000
samsung,sm-f711n,48309.68333333330
samsung,sm-f936u,48283.76666666670
samsung,sm-t738u,48234.16666666670
sharp,a208sh,48155.00000000000
samsung,sm-g991w,48142.76666666670
samsung,sm-g985f,48142.40000000000
samsung,sm-g990u2,48045.316666666700
samsung,sm-a115u,48026.90000000000
samsung,sm-s936u,47960.166666666700
samsung,sm-s908n,47873.36666666670
samsung,sm-n960n,47862.483333333300
samsung,sm-a256u,47848.88333333330
samsung,sm-s546vl,47811.33333333330
samsung,sm-t585,47758.63333333330
samsung,sm-t227u,47719.05000000000
samsung,sm-n986u1,47651.35000000000
Samsung,SM-A556E,47610.066666666700
samsung,sm-g986u,47609.73333333330
samsung,sm-x810,47585.6
samsung,sm-s938n,47578.933333333400
samsung,sm-a125m,47577.650000000000
samsung,sc-01l,47511.183333333300
sharp,sh-54d,47292.70000000000
google,sdk_gphone64_arm64,47267.80000000000
samsung,sm-s938n,47157.80000000000
samsung,sm-n976n,47130.10000000000
google,pixel 4a (5g),47091.683333333400
samsung,sm-x110,47083.733333333300
samsung,sm-s931u,47072.200000000000
samsung,sm-x216b,47007.06666666670
samsung,sm-m236b,46997.31666666670
samsung,sm-s237vl,46942.80000000000
samsung,sm-a405fn,46882.93333333330
samsung,sm-g781u1,46860.700000000000
samsung,sm-g950u1,46846.18333333330
samsung,sm-f741b,46719.63333333340
samsung,sm-m326b,46594.383333333300
samsung,sm-f741u,46561.11666666670
sharp,sh-52e,46525.683333333300
samsung,sm-s901u1,46470.066666666700
samsung,sm-n970u1,46468.93333333330
samsung,sm-m556b,46442.45000000000
samsung,sm-n981b,46385.516666666700
samsung,sm-n976n,46304.183333333400
samsung,sc-56c,46275.15000000000
samsung,sm-g990u,46212.533333333300
samsung,sm-x910,46138.533333333300
samsung,sm-n981u1,46132.88333333340
samsung,scv48,46086.80000000000
samsung,sm-s926w,46037.46666666670
samsung,sm-a5360,46005.700000000000
samsung,sm-s166v,45964.86666666670
samsung,sm-a115u,45918.28333333340
samsung,sm-s901n,45912.15000000000
samsung,sm-g977n,45834.61666666660
sony,so-41a,45828.78333333330
samsung,sm-s931u,45812.60000000000
samsung,sm-a5560,45809.81666666670
samsung,sm-f721u,45760.683333333300
samsung,sm-a226br,45750.80000000000
samsung,sm-a032m,45738.53333333330
samsung,scv45,45718.65
samsung,sm-s921n,45679.616666666700
samsung,sm-a505f,45539.08333333330
sony,so-41b,45473.81666666670
samsung,sm-n975u1,45343.900000000000
samsung,sm-a525f,45324.76666666670
samsung,sm-f956b,45323.36666666670
samsung,sm-g986n,45315.50000000000
sony,sog07,45298.81666666670
samsung,sm-g998u1,45282.450000000000
samsung,sm-m625f,45163.75000000000
sony,so-51e,45161.96666666670
samsung,sm-t290,45011.45000000000
sony,sog10,44804.1
samsung,sm-n960f,44779.70000000000
samsung,sm-a750fn,44707.66666666670
samsung,sm-m515f,44699.966666666600
samsung,sm-a205u,44645.916666666700
samsung,sm-g970f,44637.15000000000
samsung,scg24,44605.16666666670
samsung,sm-s901w,44542.616666666700
samsung,sm-a530f,44541.13333333330
sony,sog09,44525.78333333330
samsung,sm-s906b,44491.83333333340
samsung,sm-g930f,44450.316666666600
samsung,sm-g960w,44439.68333333330
samsung,sm-x216b,44377.266666666700
samsung,sm-s9080,44326.200000000000
samsung,scg18,44323.80000000000
google,pixel 4a,44322.53333333330
samsung,scv49,44291.46666666670
samsung,sm-s936u1,43937.35000000000
samsung,sm-a226br,43820.750000000000
samsung,sm-a025m,43755.41666666670
samsung,sm-m356b,43752.86666666670
samsung,sm-n981u,43738.633333333300
samsung,sm-f731u,43700.88333333340
samsung,sm-a037m,43687.583333333300
samsung,sm-s136dl,43649.10000000000
samsung,sm-a546e,43629.566666666600
samsung,sm-m215g,43488.96666666670
samsung,sm-a107m,43457.650000000000
samsung,sm-e025f,43456.21666666670
samsung,sm-x218u,43432.36666666670
samsung,sm-n986n,43424.85000000000
samsung,sm-e625f,43380.95000000000
sony,sog11,43367.30000000000
samsung,sm-m127f,43288.68333333330
sony,so-53c,43284.86666666670
samsung,sm-s906b,43256.13333333330
samsung,sm-j600f,43147.200000000000
samsung,sm-a526b,43110.46666666670
samsung,sm-s134dl,43109.45000000000
samsung,sm-g998n,43099.76666666670
sony,so-51d,43040.16666666660
samsung,sm-m356b,42993.31666666670
samsung,sc-02h,42869.1
sony,sog04,42867.43333333340
samsung,sm-f721n,42822.616666666700
sharp,sh-41a,42797.333333333300
samsung,sm-s931b,42761.40000000000
samsung,sm-s911u1,42742.01666666670
google,pixel 4a (5g),42739.18333333330
samsung,sm-g990w2,42721.96666666670
samsung,sm-g781w,42698.100000000000
samsung,sm-a225f,42633.85000000000
samsung,sm-s938u1,42617.18333333330
samsung,sm-m305f,42603.88333333330
google,pixel 6a,42558.38333333330
samsung,sm-g996n,42546.30000000000
samsung,sm-g990u2,42544.80000000000
samsung,sm-n976u,42460.95000000000
samsung,sm-s918w,42458.28333333330
samsung,scv40,42406.65
samsung,sm-a525m,42382.916666666700
samsung,sm-a037m,42366.50000000000
samsung,sm-a236u,42352.3
samsung,sm-s938u1,42153.61666666670
samsung,sm-m225fv,42152.11666666670
samsung,sm-a207m,42145.58333333330
samsung,sm-g973w,42122.100000000000
samsung,sc-42a,42089.03333333330
samsung,sm-m045f,42074.61666666670
google,pixel 3a,42070.45000000000
samsung,sm-a750gn,42069.73333333330
sony,sog11,41975.766666666700
samsung,sm-g988n,41967.83333333340
sharp,sh-53d,41954.65000000000
samsung,sm-a307gt,41910.10000000000
samsung,sm-s326dl,41846.75000000000
samsung,sm-s906n,41820.36666666670
samsung,sm-a515u,41761.516666666700
sony,a002so,41574.30000000000
google,pixel tablet,41560.55000000000
samsung,sm-a025m,41557.33333333340
samsung,sm-t500,41529.06666666670
samsung,sm-g988u,41518.366666666700
sony,sov39,41321.50000000000
samsung,sm-m017f,41273.28333333330
samsung,scg06,41265.78333333330
samsung,sm-f731u,41257.833333333300
samsung,sm-a105fn,41248.73333333330
samsung,sm-m145f,41228.700000000000
samsung,sm-m325fv,41217.41666666670
samsung,sm-a236u,41201.000000000000
samsung,sm-f731n,41159.98333333330
samsung,sm-e546b,41102.05000000000
samsung,sc-53d,41095.083333333300
samsung,sm-s115dl,40984.36666666670
sony,so-51a,40939.05000000000
samsung,sm-p613,40925.25000000000
samsung,scv43,40915.53333333330
samsung,scg15,40910.26666666670
samsung,sm-f415f,40710.06666666670
samsung,sc-42a,40678.583333333300
samsung,sm-a920f,40654.31666666670
samsung,sm-g991w,40651.75000000000
samsung,sm-m526b,40619.75000000000
samsung,sm-j810f,40614.66666666670
samsung,sm-m325fv,40530.333333333300
samsung,sm-f711u,40527.8
sharp,sh-02m,40516.63333333330
samsung,sm-a015f,40492.68333333330
samsung,scg26,40487.56666666670
samsung,sm-j530f,40421.983333333300
samsung,sm-f741n,40402.70000000000
samsung,sm-a015m,40296.90000000000
samsung,sc-03k,40245.750000000000
google,pixel 6,40241.00000000000
samsung,sm-x218u,40157.933333333300
google,pixel 3a,40019.700000000000
samsung,sm-g990w,39875.033333333300
samsung,sm-m325fv,39845.46666666670
samsung,sm-a205g,39786.53333333340
samsung,sm-a346b,39768.266666666700
samsung,sm-n970u,39768.06666666670
samsung,sm-a315n,39768.033333333300
Samsung,SM-S918N,39740.88333333340
samsung,sm-s921w,39740.35000000000
samsung,sm-f721u,39716.133333333300
samsung,sm-g570f,39678.200000000000
samsung,sm-x900,39601.900000000000
samsung,sm-x110,39567.033333333400
samsung,sm-m317f,39540.26666666670
samsung,sm-m236b,39506.93333333330
samsung,scv49,39497.53333333330
samsung,sm-s921w,39301.48333333330
samsung,sm-n985f,39224.83333333330
google,pixel 8a,39189.033333333300
samsung,sm-a515f,39161.88333333330
samsung,sm-s205dl,39123.750000000000
